timestamp_ms,emg_voltage_V,rms_V,baseline_rms_V,state
4627,0.0523766,0.0513108,0.0532848,rest
4629,0.0518766,0.0513259,0.0532848,rest
4632,0.0512516,0.0513184,0.0532848,rest
4634,0.0520016,0.0513483,0.0532848,rest
4637,0.0505015,0.0513434,0.0532848,rest
4640,0.0513766,0.0513333,0.0532848,rest
4643,0.0508766,0.0512903,0.0532848,rest
4646,0.0516266,0.0513003,0.0532848,rest
4649,0.0517516,0.0513028,0.0532848,rest
4651,0.0513766,0.0512775,0.0532848,rest
4654,0.0507516,0.05126,0.0532848,rest
4657,0.0512516,0.0512424,0.0532848,rest
4659,0.0541267,0.0513089,0.0532848,rest
4662,0.0506265,0.0513187,0.0532848,rest
4665,0.0521266,0.0513634,0.0532848,rest
4667,0.0520016,0.0513785,0.0532848,rest
4670,0.0506265,0.051346,0.0532848,rest
4674,0.0511266,0.0513681,0.0532848,rest
4677,0.0511266,0.0513731,0.0532848,rest
4680,0.0521266,0.0513882,0.0532848,rest
4682,0.0515016,0.0513781,0.0532848,rest
4685,0.0510016,0.0513428,0.0532848,rest
4688,0.0496265,0.0513183,0.0532848,rest
4691,0.0500015,0.051306,0.0532848,rest
4694,0.0511266,0.0512757,0.0532848,rest
4696,0.0515016,0.0512882,0.0532848,rest
4699,0.0520016,0.0512983,0.0532848,rest
4701,0.0516266,0.0513033,0.0532848,rest
4704,0.0517516,0.0513133,0.0532848,rest
4707,0.0515016,0.0513133,0.0532848,rest
4710,0.0532516,0.0513288,0.0532848,rest
4713,0.0522516,0.0513464,0.0532848,rest
4715,0.0506265,0.0513365,0.0532848,rest
4718,0.0511266,0.051344,0.0532848,rest
4720,0.0522516,0.0513691,0.0532848,rest
4723,0.0511266,0.0513515,0.0532848,rest
4726,0.0525016,0.0513642,0.0532848,rest
4729,0.0510016,0.0514008,0.0532848,rest
4731,0.0511266,0.0513883,0.0532848,rest
4734,0.0518766,0.0513857,0.0532848,rest
4737,0.0513766,0.0514201,0.0532848,rest
4739,0.0518766,0.0514548,0.0532848,rest
4742,0.0515016,0.0514498,0.0532848,rest
4745,0.0521266,0.0514624,0.0532848,rest
4747,0.0507516,0.0514599,0.0532848,rest
4750,0.0512516,0.0514624,0.0532848,rest
4752,0.0500015,0.0514353,0.0532848,rest
4755,0.0516266,0.0514403,0.0532848,rest
4758,0.0502515,0.0514131,0.0532848,rest
4760,0.0520016,0.0514552,0.0532848,rest
4763,0.0497515,0.0514031,0.0532848,rest
4766,0.0503765,0.0513732,0.0532848,rest
4768,0.0508766,0.0513658,0.0532848,rest
4773,0.0521266,0.0513683,0.0532848,rest
4775,0.0500015,0.0513585,0.0532848,rest
4779,0.0505015,0.0513411,0.0532848,rest
4782,0.0507516,0.0513387,0.0532848,rest
4784,0.0516266,0.0513387,0.0532848,rest
4787,0.0515016,0.0513336,0.0532848,rest
4790,0.0505015,0.0513163,0.0532848,rest
4793,0.0507516,0.0513163,0.0532848,rest
4796,0.0508766,0.0513088,0.0532848,rest
4798,0.0511266,0.0512472,0.0532848,rest
4801,0.0515016,0.0512647,0.0532848,rest
4804,0.0526266,0.0512749,0.0532848,rest
4807,0.0511266,0.0512573,0.0532848,rest
4810,0.0512516,0.0512697,0.0532848,rest
4812,0.0506265,0.0512598,0.0532848,rest
4815,0.0510016,0.0512573,0.0532848,rest
4818,0.0520016,0.0512547,0.0532848,rest
4821,0.0520016,0.0512648,0.0532848,rest
4824,0.0516266,0.0512773,0.0532848,rest
4826,0.0507516,0.0512994,0.0532848,rest
4829,0.0516266,0.0513316,0.0532848,rest
4832,0.0523766,0.0513568,0.0532848,rest
4834,0.0516266,0.0513593,0.0532848,rest
4837,0.0506265,0.0513318,0.0532848,rest
4840,0.0510016,0.0513193,0.0532848,rest
4843,0.0493765,0.0512725,0.0532848,rest
4846,0.0505015,0.0512526,0.0532848,rest
4849,0.0512516,0.0512118,0.0532848,rest
4852,0.0516266,0.0511991,0.0532848,rest
4855,0.0498765,0.0511844,0.0532848,rest
4858,0.0501265,0.0511646,0.0532848,rest
4861,0.0513766,0.0511468,0.0532848,rest
4863,0.0501265,0.051127,0.0532848,rest
4866,0.0511266,0.0510992,0.0532848,rest
4869,0.0506265,0.0510917,0.0532848,rest
4871,0.0518766,0.0511068,0.0532848,rest
4874,0.0510016,0.0510892,0.0532848,rest
4877,0.0501265,0.0510644,0.0532848,rest
4880,0.0501265,0.0510294,0.0532848,rest
4882,0.0501265,0.051002,0.0532848,rest
4885,0.0517516,0.0509944,0.0532848,rest
4888,0.0498765,0.0509771,0.0532848,rest
4890,0.0502515,0.0509572,0.0532848,rest
4893,0.0498765,0.0509547,0.0532848,rest
4896,0.0512516,0.0509472,0.0532848,rest
4899,0.0508766,0.0509596,0.0532848,rest
4901,0.0511266,0.0509419,0.0532848,rest
4904,0.0506265,0.0509591,0.0532848,rest
4906,0.0486265,0.0509251,0.0532848,rest
4909,0.0503765,0.0509151,0.0532848,rest
4912,0.0512516,0.0508974,0.0532848,rest
4914,0.0485015,0.0508683,0.0532848,rest
4917,0.0507516,0.0508733,0.0532848,rest
4919,0.0507516,0.0508733,0.0532848,rest
4922,0.0483765,0.0508094,0.0532848,rest
4925,0.0510016,0.0507993,0.0532848,rest
4927,0.0506265,0.0508018,0.0532848,rest
4930,0.0506265,0.0507993,0.0532848,rest
4933,0.0511266,0.0508043,0.0532848,rest
4935,0.0495015,0.0507721,0.0532848,rest
4938,0.0530016,0.050803,0.0532848,rest
4941,0.0498765,0.0507474,0.0532848,rest
4944,0.0506265,0.0507374,0.0532848,rest
4946,0.0492515,0.0506978,0.0532848,rest
4949,0.0495015,0.0506756,0.0532848,rest
4952,0.0505015,0.0506655,0.0532848,rest
4954,0.0496265,0.0506179,0.0532848,rest
4957,0.0497515,0.0505726,0.0532848,rest
4960,0.0496265,0.0505326,0.0532848,rest
4962,0.0518766,0.0505554,0.0532848,rest
4965,0.0495015,0.0505129,0.0532848,rest
4968,0.0515016,0.0504949,0.0532848,rest
4971,0.0501265,0.0504647,0.0532848,rest
4974,0.0511266,0.0504747,0.0532848,rest
4976,0.0493765,0.0504424,0.0532848,rest
4979,0.0500015,0.0504547,0.0532848,rest
4982,0.0493765,0.0504324,0.0532848,rest
4984,0.0508766,0.0504248,0.0532848,rest
4987,0.0516266,0.0504249,0.0532848,rest
4990,0.0498765,0.0504249,0.0532848,rest
4992,0.0500015,0.0504224,0.0532848,rest
4995,0.0497515,0.0503898,0.0532848,rest
4998,0.0488765,0.0503652,0.0532848,rest
5000,0.0511266,0.0503652,0.0532848,rest
5003,0.0500015,0.0503527,0.0532848,rest
5006,0.0507516,0.0503298,0.0532848,rest
5009,0.0493765,0.0502973,0.0532848,rest
5012,0.0492515,0.0502801,0.0532848,rest
5014,0.0517516,0.050313,0.0532848,rest
5017,0.0502515,0.0503155,0.0532848,rest
5019,0.0503765,0.0502876,0.0532848,rest
5022,0.0497515,0.0502851,0.0532848,rest
5025,0.0498765,0.0502776,0.0532848,rest
5027,0.0500015,0.0502801,0.0532848,rest
5030,0.0497515,0.0502499,0.0532848,rest
5033,0.0492515,0.0502176,0.0532848,rest
5035,0.0506265,0.0502074,0.0532848,rest
5038,0.0498765,0.0501924,0.0532848,rest
5041,0.0486265,0.0501924,0.0532848,rest
5043,0.0486265,0.0501579,0.0532848,rest
5046,0.0487515,0.050108,0.0532848,rest
5049,0.0492515,0.0501226,0.0532848,rest
5051,0.0488765,0.0500854,0.0532848,rest
5054,0.0502515,0.0500753,0.0532848,rest
5056,0.0490015,0.0500874,0.0532848,rest
5059,0.0495015,0.0500573,0.0532848,rest
5062,0.0481265,0.050008,0.0532848,rest
5064,0.0511266,0.0500181,0.0532848,rest
5067,0.0478765,0.0499538,0.0532848,rest
5070,0.0502515,0.0499687,0.0532848,rest
5072,0.0490015,0.049887,0.0532848,rest
5075,0.0491265,0.0498721,0.0532848,rest
5078,0.0486265,0.0498323,0.0532848,rest
5080,0.0491265,0.0498298,0.0532848,rest
5083,0.0482515,0.0498053,0.0532848,rest
5086,0.0486265,0.049768,0.0532848,rest
5088,0.0482515,0.0497409,0.0532848,rest
5091,0.0472514,0.0496922,0.0532848,rest
5094,0.0481265,0.0496626,0.0532848,rest
5096,0.0476265,0.0495774,0.0532848,rest
5099,0.0488765,0.049565,0.0532848,rest
5102,0.0490015,0.0495143,0.0532848,rest
5104,0.0482515,0.049477,0.0532848,rest
5107,0.0478765,0.0494119,0.0532848,rest
5110,0.0501265,0.049427,0.0532848,rest
5112,0.0497515,0.049422,0.0532848,rest
5115,0.0481265,0.0493973,0.0532848,rest
5118,0.0501265,0.049382,0.0532848,rest
5120,0.0476265,0.0493015,0.0532848,rest
5123,0.0488765,0.0492815,0.0532848,rest
5126,0.0496265,0.0492739,0.0532848,rest
5128,0.0480015,0.0492392,0.0532848,rest
5131,0.0490015,0.0492417,0.0532848,rest
5134,0.0487515,0.0491935,0.0532848,rest
5136,0.0482515,0.0491585,0.0532848,rest
5139,0.0481265,0.0491057,0.0532848,rest
5142,0.0492515,0.0491032,0.0532848,rest
5145,0.0496265,0.0491107,0.0532848,rest
5147,0.0480015,0.0490345,0.0532848,rest
5150,0.0495015,0.0490192,0.0532848,rest
5152,0.0488765,0.0489888,0.0532848,rest
5155,0.0491265,0.0489762,0.0532848,rest
5158,0.0498765,0.0489762,0.0532848,rest
5161,0.0492515,0.048961,0.0532848,rest
5163,0.0488765,0.0489434,0.0532848,rest
5166,0.0496265,0.048951,0.0532848,rest
5169,0.0510016,0.0489587,0.0532848,rest
5171,0.0496265,0.0489537,0.0532848,rest
5175,0.0501265,0.0489839,0.0532848,rest
5178,0.0503765,0.0490193,0.0532848,rest
5180,0.0498765,0.0490419,0.0532848,rest
5183,0.0510016,0.0490777,0.0532848,rest
5186,0.0492515,0.0490852,0.0532848,rest
5189,0.0502515,0.0490852,0.0532848,rest
5192,0.0496265,0.0490977,0.0532848,rest
5195,0.0500015,0.0491079,0.0532848,rest
5198,0.0492515,0.0491302,0.0532848,rest
5201,0.0502515,0.0491121,0.0532848,rest
5204,0.0526266,0.0492092,0.0532848,rest
5207,0.0477515,0.0491594,0.0532848,rest
5210,0.0490015,0.0491594,0.0532848,rest
5213,0.0496265,0.0491694,0.0532848,rest
5215,0.0518766,0.0492358,0.0532848,rest
5218,0.0488765,0.0492308,0.0532848,rest
5222,0.0497515,0.0492607,0.0532848,rest
5224,0.0487515,0.0492632,0.0532848,rest
5227,0.0492515,0.049283,0.0532848,rest
5230,0.0500015,0.0493372,0.0532848,rest
5233,0.0490015,0.0493544,0.0532848,rest
5235,0.0505015,0.0494116,0.0532848,rest
5238,0.0485015,0.0494042,0.0532848,rest
5241,0.0496265,0.0494166,0.0532848,rest
5244,0.0497515,0.0494464,0.0532848,rest
5247,0.0495015,0.0494784,0.0532848,rest
5249,0.0501265,0.0494784,0.0532848,rest
5252,0.0508766,0.0495012,0.0532848,rest
5255,0.0497515,0.0495334,0.0532848,rest
5258,0.0502515,0.0495359,0.0532848,rest
5260,0.0501265,0.0495852,0.0532848,rest
5263,0.0506265,0.0496203,0.0532848,rest
5266,0.0506265,0.0496405,0.0532848,rest
5269,0.0492515,0.049665,0.0532848,rest
5271,0.0511266,0.0497078,0.0532848,rest
5274,0.0497515,0.0497276,0.0532848,rest
5276,0.0508766,0.0497799,0.0532848,rest
5279,0.0498765,0.0498144,0.0532848,rest
5282,0.0492515,0.0498144,0.0532848,rest
5285,0.0495015,0.0498119,0.0532848,rest
5287,0.0508766,0.0498689,0.0532848,rest
5290,0.0490015,0.0498591,0.0532848,rest
5292,0.0505015,0.0498914,0.0532848,rest
5295,0.0497515,0.0499038,0.0532848,rest
5298,0.0490015,0.0498865,0.0532848,rest
5301,0.0495015,0.0498914,0.0532848,rest
5303,0.0497515,0.0499087,0.0532848,rest
5306,0.0497515,0.0499112,0.0532848,rest
5308,0.0520016,0.0499319,0.0532848,rest
5311,0.0487515,0.0499146,0.0532848,rest
5314,0.0495015,0.0499021,0.0532848,rest
5316,0.0508766,0.0499123,0.0532848,rest
5319,0.0488765,0.0498925,0.0532848,rest
5322,0.0497515,0.0498672,0.0532848,rest
5324,0.0492515,0.0498672,0.0532848,rest
5327,0.0495015,0.0498522,0.0532848,rest
5329,0.0496265,0.0498522,0.0532848,rest
5332,0.0497515,0.0498472,0.0532848,rest
5335,0.0498765,0.0498597,0.0532848,rest
5337,0.0507516,0.0498698,0.0532848,rest
5340,0.0492515,0.0498008,0.0532848,rest
5343,0.0487515,0.0498202,0.0532848,rest
5345,0.0491265,0.0498226,0.0532848,rest
5348,0.0511266,0.0498529,0.0532848,rest
5351,0.0488765,0.0497923,0.0532848,rest
5353,0.0497515,0.0498096,0.0532848,rest
5356,0.0495015,0.0498046,0.0532848,rest
5359,0.0487515,0.0498046,0.0532848,rest
5362,0.0500015,0.0498196,0.0532848,rest
5365,0.0486265,0.0497923,0.0532848,rest
5367,0.0495015,0.0498022,0.0532848,rest
5370,0.0491265,0.0497747,0.0532848,rest
5373,0.0502515,0.0498094,0.0532848,rest
5376,0.0498765,0.0498144,0.0532848,rest
5379,0.0498765,0.0498169,0.0532848,rest
5381,0.0491265,0.0498095,0.0532848,rest
5384,0.0490015,0.0497871,0.0532848,rest
5386,0.0485015,0.0497397,0.0532848,rest
5389,0.0496265,0.0497372,0.0532848,rest
5392,0.0493765,0.0497196,0.0532848,rest
5394,0.0485015,0.0496874,0.0532848,rest
5397,0.0501265,0.0496773,0.0532848,rest
5400,0.0505015,0.0496747,0.0532848,rest
5403,0.0480015,0.0496502,0.0532848,rest
5405,0.0493765,0.0496148,0.0532848,rest
5408,0.0488765,0.0495974,0.0532848,rest
5411,0.0492515,0.0495646,0.0532848,rest
5413,0.0481265,0.04953,0.0532848,rest
5416,0.0490015,0.049525,0.0532848,rest
5418,0.0492515,0.04952,0.0532848,rest
5421,0.0472514,0.0494481,0.0532848,rest
5424,0.0491265,0.0494506,0.0532848,rest
5427,0.0498765,0.0494379,0.0532848,rest
5434,0.0502515,0.049448,0.0532848,rest
5437,0.0505015,0.0494782,0.0532848,rest
5439,0.0498765,0.0494857,0.0532848,rest
5442,0.0488765,0.0494683,0.0532848,rest
5445,0.0498765,0.0494708,0.0532848,rest
5448,0.0492515,0.0494145,0.0532848,rest
5451,0.0488765,0.049417,0.0532848,rest
5454,0.0483765,0.0493947,0.0532848,rest
5457,0.0486265,0.0493493,0.0532848,rest
5460,0.0500015,0.0493719,0.0532848,rest
5463,0.0496265,0.0493694,0.0532848,rest
5469,0.0498765,0.0493819,0.0532848,rest
5472,0.0490015,0.0493719,0.0532848,rest
5476,0.0485015,0.0493496,0.0532848,rest
5478,0.0495015,0.0493445,0.0532848,rest
5481,0.0486265,0.0493196,0.0532848,rest
5484,0.0482515,0.0492694,0.0532848,rest
5487,0.0488765,0.0492619,0.0532848,rest
5490,0.0503765,0.0492946,0.0532848,rest
5493,0.0498765,0.0493096,0.0532848,rest
5496,0.0495015,0.0492765,0.0532848,rest
5500,0.0492515,0.0492839,0.0532848,rest
5503,0.0486265,0.0492615,0.0532848,rest
5506,0.0480015,0.0492318,0.0532848,rest
5509,0.0485015,0.0492268,0.0532848,rest
5513,0.0495015,0.0492167,0.0532848,rest
5516,0.0483765,0.0492118,0.0532848,rest
5519,0.0488765,0.0491993,0.0532848,rest
5522,0.0486265,0.0491894,0.0532848,rest
5525,0.0482515,0.0491493,0.0532848,rest
5528,0.0490015,0.0491317,0.0532848,rest
5533,0.0496265,0.0491266,0.0532848,rest
5536,0.0477515,0.0490995,0.0532848,rest
5541,0.0480015,0.0490797,0.0532848,rest
5544,0.0465014,0.049041,0.0532848,rest
5547,0.0483765,0.049016,0.0532848,rest
5550,0.0493765,0.049016,0.0532848,rest
5552,0.0491265,0.0490285,0.0532848,rest
5555,0.0482515,0.0489908,0.0532848,rest
5558,0.0485015,0.0489504,0.0532848,rest
5561,0.0476265,0.0489431,0.0532848,rest
5564,0.0481265,0.0489182,0.0532848,rest
5567,0.0487515,0.0489157,0.0532848,rest
5570,0.0472514,0.0488762,0.0532848,rest
5573,0.0498765,0.0489113,0.0532848,rest
5575,0.0495015,0.0489213,0.0532848,rest
5578,0.0495015,0.0489264,0.0532848,rest
5581,0.0490015,0.0489608,0.0532848,rest
5584,0.0488765,0.0489558,0.0532848,rest
5587,0.0490015,0.0489381,0.0532848,rest
5590,0.0491265,0.0489153,0.0532848,rest
5593,0.0502515,0.0489101,0.0532848,rest
5595,0.0487515,0.0488874,0.0532848,rest
5601,0.0482515,0.048875,0.0532848,rest
5604,0.0497515,0.0488725,0.0532848,rest
5608,0.0483765,0.048855,0.0532848,rest
5611,0.0497515,0.0488726,0.0532848,rest
5613,0.0490015,0.0488851,0.0532848,rest
5616,0.0477515,0.0488678,0.0532848,rest
5619,0.0486265,0.0488401,0.0532848,rest
5622,0.0485015,0.0488175,0.0532848,rest
5625,0.0493765,0.0488073,0.0532848,rest
5628,0.0478765,0.048785,0.0532848,rest
5631,0.0482515,0.04878,0.0532848,rest
5633,0.0478765,0.0487476,0.0532848,rest
5636,0.0482515,0.0487401,0.0532848,rest
5639,0.0502515,0.0487805,0.0532848,rest
5642,0.0462514,0.0487293,0.0532848,rest
5644,0.0478765,0.0486789,0.0532848,rest
5647,0.0478765,0.0486387,0.0532848,rest
5650,0.0482515,0.0486135,0.0532848,rest
5652,0.0493765,0.0486161,0.0532848,rest
5655,0.0483765,0.0486111,0.0532848,rest
5658,0.0472514,0.0485964,0.0532848,rest
5660,0.0486265,0.0485989,0.0532848,rest
5663,0.0486265,0.0485812,0.0532848,rest
5665,0.0491265,0.0485963,0.0532848,rest
5668,0.0491265,0.0486013,0.0532848,rest
5671,0.0463764,0.0485573,0.0532848,rest
5673,0.0477515,0.0485474,0.0532848,rest
5676,0.0476265,0.0485201,0.0532848,rest
5679,0.0475015,0.0484775,0.0532848,rest
5681,0.0478765,0.04848,0.0532848,rest
5684,0.0482515,0.0484849,0.0532848,rest
5687,0.0466264,0.0484873,0.0532848,rest
5689,0.0497515,0.0485151,0.0532848,rest
5692,0.0477515,0.0484826,0.0532848,rest
5695,0.0485015,0.04847,0.0532848,rest
5697,0.0467514,0.0484406,0.0532848,rest
5700,0.0477515,0.0484257,0.0532848,rest
5703,0.0495015,0.0484633,0.0532848,rest
5705,0.0470014,0.0484412,0.0532848,rest
5708,0.0476265,0.0484188,0.0532848,rest
5711,0.0488765,0.0484511,0.0532848,rest
5713,0.0488765,0.0484307,0.0532848,rest
5716,0.0482515,0.0484054,0.0532848,rest
5718,0.0492515,0.0484003,0.0532848,rest
5721,0.0483765,0.0483878,0.0532848,rest
5724,0.0468764,0.0483482,0.0532848,rest
5726,0.0470014,0.0483084,0.0532848,rest
5729,0.0485015,0.0482958,0.0532848,rest
5731,0.0477515,0.048245,0.0532848,rest
5734,0.0471264,0.0482127,0.0532848,rest
5737,0.0490015,0.0482279,0.0532848,rest
5739,0.0467514,0.0481678,0.0532848,rest
5742,0.0477515,0.0481553,0.0532848,rest
5745,0.0486265,0.0481323,0.0532848,rest
5747,0.0478765,0.0481097,0.0532848,rest
5750,0.0478765,0.0481122,0.0532848,rest
5752,0.0480015,0.0480996,0.0532848,rest
5755,0.0473764,0.0480772,0.0532848,rest
5758,0.0486265,0.0480619,0.0532848,rest
5761,0.0475015,0.0480544,0.0532848,rest
5764,0.0481265,0.0480519,0.0532848,rest
5766,0.0487515,0.0480695,0.0532848,rest
5769,0.0490015,0.0480847,0.0532848,rest
5773,0.0480015,0.0480387,0.0532848,rest
5776,0.0480015,0.048073,0.0532848,rest
5778,0.0478765,0.048073,0.0532848,rest
5781,0.0472514,0.0480607,0.0532848,rest
5784,0.0482515,0.0480607,0.0532848,rest
5786,0.0483765,0.0480403,0.0532848,rest
5790,0.0483765,0.0480403,0.0532848,rest
5793,0.0480015,0.0480552,0.0532848,rest
5796,0.0477515,0.0480376,0.0532848,rest
5798,0.0480015,0.0480251,0.0532848,rest
5801,0.0482515,0.0480073,0.0532848,rest
5803,0.0475015,0.0479746,0.0532848,rest
5806,0.0487515,0.0480217,0.0532848,rest
5809,0.0482515,0.0480317,0.0532848,rest
5811,0.0483765,0.0480467,0.0532848,rest
5814,0.0471264,0.0480393,0.0532848,rest
5817,0.0482515,0.0480468,0.0532848,rest
5819,0.0478765,0.0480393,0.0532848,rest
5822,0.0472514,0.0480515,0.0532848,rest
5825,0.0473764,0.0480034,0.0532848,rest
5827,0.0480015,0.0480084,0.0532848,rest
5830,0.0486265,0.048011,0.0532848,rest
5833,0.0478765,0.0480331,0.0532848,rest
5835,0.0471264,0.0480208,0.0532848,rest
5838,0.0487515,0.0480054,0.0532848,rest
5841,0.0482515,0.0480302,0.0532848,rest
5844,0.0467514,0.048013,0.0532848,rest
5847,0.0486265,0.048008,0.0532848,rest
5850,0.0462514,0.0479559,0.0532848,rest
5852,0.0506265,0.0480049,0.0532848,rest
5856,0.0482515,0.0479845,0.0532848,rest
5859,0.0476265,0.0479695,0.0532848,rest
5862,0.0476265,0.0479843,0.0532848,rest
5864,0.0476265,0.0479966,0.0532848,rest
5867,0.0470014,0.0479668,0.0532848,rest
5870,0.0478765,0.0479693,0.0532848,rest
5872,0.0486265,0.0479992,0.0532848,rest
5876,0.0477515,0.047974,0.0532848,rest
5878,0.0471264,0.0479813,0.0532848,rest
5881,0.0483765,0.0479939,0.0532848,rest
5884,0.0470014,0.0479615,0.0532848,rest
5886,0.0466264,0.0479368,0.0532848,rest
5889,0.0485015,0.0479494,0.0532848,rest
5892,0.0481265,0.0479519,0.0532848,rest
5895,0.0468764,0.0479421,0.0532848,rest
5897,0.0492515,0.0479548,0.0532848,rest
5900,0.0476265,0.0479573,0.0532848,rest
5902,0.0497515,0.0479905,0.0532848,rest
5905,0.0503765,0.048024,0.0532848,rest
5908,0.0468764,0.0479816,0.0532848,rest
5911,0.0477515,0.0479766,0.0532848,rest
5913,0.0475015,0.0479666,0.0532848,rest
5916,0.0463764,0.0479371,0.0532848,rest
5918,0.0485015,0.0479621,0.0532848,rest
5921,0.0472514,0.0479422,0.0532848,rest
5924,0.0466264,0.0479075,0.0532848,rest
5927,0.0477515,0.047895,0.0532848,rest
5929,0.0481265,0.0478975,0.0532848,rest
5932,0.0476265,0.047895,0.0532848,rest
5935,0.0470014,0.0478751,0.0532848,rest
5938,0.0471264,0.0478527,0.0532848,rest
5941,0.0475015,0.0478527,0.0532848,rest
5943,0.0472514,0.0478226,0.0532848,rest
5946,0.0473764,0.0478051,0.0532848,rest
