timestamp_ms,raw_adc,emg_voltage_V,rms_V,ratio,state
5025,839,0.0131098,0.0131596,1.01865,rest
5028,835,0.0130473,0.013154,1.01822,rest
5030,849,0.013266,0.0131596,1.01865,rest
5033,848,0.0132504,0.0131642,1.019,rest
5035,852,0.0133129,0.0131717,1.01958,rest
5038,855,0.0133598,0.0131811,1.02032,rest
5041,826,0.0129066,0.0131675,1.01926,rest
5043,821,0.0128285,0.0131508,1.01797,rest
5046,820,0.0128129,0.0131341,1.01668,rest
5049,850,0.0132817,0.0131415,1.01725,rest
5051,842,0.0131567,0.0131423,1.01731,rest
5054,843,0.0131723,0.0131438,1.01743,rest
5057,837,0.0130785,0.0131405,1.01717,rest
5059,830,0.0129691,0.013132,1.01651,rest
5062,842,0.0131567,0.0131332,1.01661,rest
5065,837,0.0130785,0.0131305,1.0164,rest
5067,842,0.0131567,0.0131318,1.0165,rest
5070,853,0.0133285,0.0131417,1.01727,rest
5073,849,0.013266,0.013148,1.01775,rest
5076,841,0.013141,0.0131476,1.01772,rest
5078,836,0.0130629,0.0131434,1.0174,rest
5081,854,0.0133442,0.0131535,1.01818,rest
5084,844,0.0131879,0.0131552,1.01831,rest
5086,849,0.013266,0.0131608,1.01874,rest
5089,855,0.0133598,0.0131708,1.01952,rest
5092,850,0.0132817,0.0131764,1.01995,rest
5094,839,0.0131098,0.0131731,1.01969,rest
5097,847,0.0132348,0.0131761,1.01993,rest
5099,852,0.0133129,0.013183,1.02046,rest
5102,850,0.0132817,0.013188,1.02085,rest
5105,861,0.0134535,0.0132014,1.02188,rest
5107,852,0.0133129,0.013207,1.02232,rest
5110,835,0.0130473,0.013199,1.0217,rest
5113,827,0.0129223,0.0131853,1.02064,rest
5116,840,0.0131254,0.0131823,1.02041,rest
5118,834,0.0130316,0.0131748,1.01983,rest
5121,849,0.013266,0.0131794,1.02018,rest
5123,840,0.0131254,0.0131767,1.01998,rest
5126,844,0.0131879,0.0131773,1.02002,rest
5129,834,0.0130316,0.01317,1.01946,rest
5132,827,0.0129223,0.0131578,1.01851,rest
5135,848,0.0132504,0.0131624,1.01887,rest
5137,834,0.0130316,0.0131559,1.01836,rest
5140,835,0.0130473,0.0131505,1.01795,rest
5143,845,0.0132035,0.0131532,1.01815,rest
5146,847,0.0132348,0.0131572,1.01847,rest
5149,837,0.0130785,0.0131533,1.01816,rest
5151,848,0.0132504,0.0131582,1.01854,rest
5154,839,0.0131098,0.0131558,1.01835,rest
5157,847,0.0132348,0.0131597,1.01866,rest
5160,842,0.0131567,0.0131596,1.01865,rest
5163,837,0.0130785,0.0131555,1.01834,rest
5165,844,0.0131879,0.0131572,1.01846,rest
5168,844,0.0131879,0.0131587,1.01858,rest
5170,835,0.0130473,0.0131531,1.01815,rest
5173,840,0.0131254,0.0131518,1.01804,rest
5176,842,0.0131567,0.013152,1.01806,rest
5178,844,0.0131879,0.0131538,1.0182,rest
5181,841,0.013141,0.0131532,1.01815,rest
5184,857,0.013391,0.0131652,1.01908,rest
5186,855,0.0133598,0.013175,1.01984,rest
5189,845,0.0132035,0.0131764,1.01995,rest
5192,834,0.0130316,0.0131692,1.01939,rest
5195,843,0.0131723,0.0131693,1.0194,rest
5197,847,0.0132348,0.0131726,1.01966,rest
5200,847,0.0132348,0.0131757,1.0199,rest
5203,842,0.0131567,0.0131748,1.01983,rest
5205,836,0.0130629,0.0131692,1.01939,rest
5208,834,0.0130316,0.0131624,1.01886,rest
5211,836,0.0130629,0.0131574,1.01848,rest
5214,840,0.0131254,0.0131558,1.01836,rest
5217,836,0.0130629,0.0131512,1.018,rest
5219,846,0.0132192,0.0131546,1.01826,rest
5222,849,0.013266,0.0131602,1.0187,rest
5224,841,0.013141,0.0131592,1.01862,rest
5227,843,0.0131723,0.0131599,1.01867,rest
5230,849,0.013266,0.0131652,1.01908,rest
5233,828,0.0129379,0.0131539,1.01821,rest
5235,839,0.0131098,0.0131517,1.01804,rest
5238,847,0.0132348,0.0131559,1.01836,rest
5240,852,0.0133129,0.0131638,1.01897,rest
5243,846,0.0132192,0.0131666,1.01919,rest
5246,854,0.0133442,0.0131755,1.01988,rest
5249,844,0.0131879,0.0131761,1.01993,rest
5251,845,0.0132035,0.0131775,1.02004,rest
5254,826,0.0129066,0.0131641,1.019,rest
5256,836,0.0130629,0.013159,1.01861,rest
5259,839,0.0131098,0.0131566,1.01842,rest
5262,839,0.0131098,0.0131542,1.01824,rest
5264,846,0.0132192,0.0131575,1.01849,rest
5267,836,0.0130629,0.0131528,1.01812,rest
5270,861,0.0134535,0.013168,1.0193,rest
5272,828,0.0129379,0.0131566,1.01842,rest
5275,847,0.0132348,0.0131605,1.01872,rest
5278,831,0.0129848,0.0131518,1.01804,rest
5280,855,0.0133598,0.0131622,1.01886,rest
5283,835,0.0130473,0.0131565,1.01841,rest
5286,851,0.0132973,0.0131636,1.01896,rest
5288,849,0.013266,0.0131687,1.01936,rest
5291,842,0.0131567,0.0131681,1.01931,rest
5294,835,0.0130473,0.0131621,1.01885,rest
5297,845,0.0132035,0.0131642,1.01901,rest
5300,842,0.0131567,0.0131638,1.01898,rest
5302,839,0.0131098,0.0131611,1.01877,rest
5305,844,0.0131879,0.0131625,1.01887,rest
5307,823,0.0128598,0.0131475,1.01771,rest
5310,840,0.0131254,0.0131464,1.01763,rest
5313,836,0.0130629,0.0131422,1.01731,rest
5315,835,0.0130473,0.0131375,1.01694,rest
5318,850,0.0132817,0.0131447,1.0175,rest
5321,843,0.0131723,0.0131461,1.01761,rest
5323,841,0.013141,0.0131459,1.01759,rest
5326,839,0.0131098,0.0131441,1.01745,rest
5329,833,0.013016,0.0131377,1.01695,rest
5331,840,0.0131254,0.0131371,1.01691,rest
5334,852,0.0133129,0.0131459,1.01759,rest
5336,842,0.0131567,0.0131465,1.01763,rest
5339,844,0.0131879,0.0131485,1.01779,rest
5341,832,0.0130004,0.0131412,1.01722,rest
5344,833,0.013016,0.0131349,1.01674,rest
5347,843,0.0131723,0.0131368,1.01689,rest
5350,845,0.0132035,0.0131401,1.01714,rest
5353,847,0.0132348,0.0131449,1.01751,rest
5356,841,0.013141,0.0131447,1.0175,rest
5358,837,0.0130785,0.0131414,1.01724,rest
5361,828,0.0129379,0.0131313,1.01646,rest
5364,859,0.0134223,0.013146,1.0176,rest
5367,842,0.0131567,0.0131465,1.01764,rest
5370,843,0.0131723,0.0131478,1.01774,rest
5373,848,0.0132504,0.013153,1.01814,rest
5375,843,0.0131723,0.0131539,1.01821,rest
5378,840,0.0131254,0.0131525,1.0181,rest
5381,846,0.0132192,0.0131559,1.01836,rest
